,individual_id,cruise,station,sampleId,measureId,individualLabel,id,created_at.x,modified_at.x,rating,age,comment,axis_poly,created_by_id.x,project_id,authority,bounding_box,created_at.y,modified_at.y,created_by_id.y,image_id,annotated_by,orig_filename,mimetype,scale_line,scale_mm,created_at,modified_at,created_by_id,content
11,39,TTH1-2024,162,553187,24566540,6,3276,18:57.6,18:57.6,50,5,,"[[5075, 1945], [4996, 1936], [4947, 1931], [4909, 1926], [4878, 1923], [4855, 1920], [4830, 1917]]",133,NA,80,"[[4752, 1712], [5456, 2032]]",44:25.9,44:26.0,1,34,astah,DSC_0310.jpg,image/jpeg,"[[1302, 335], [1589, 334]]",3,44:23.1,03:45.2,1,image_content/43811ccb68a6deb66e249fad8c6039749d26654243997ac77b0eb287f89639e6.jpg
12,40,TTH1-2024,162,553187,24566541,7,3275,10:39.4,10:39.4,50,6,,"[[6069, 1915], [6094, 1863], [6121, 1808], [6133, 1783], [6142, 1764], [6150, 1749], [6156, 1735], [6162, 1722]]",133,NA,80,"[[5504, 1589], [6453, 2018]]",44:26.1,44:26.3,1,34,astah,DSC_0310.jpg,image/jpeg,"[[1302, 335], [1589, 334]]",3,44:23.1,03:45.2,1,image_content/43811ccb68a6deb66e249fad8c6039749d26654243997ac77b0eb287f89639e6.jpg
13,67,TB2-2024,98,552924,24500126,1,1504,32:03.9,32:03.9,50,6,,"[[1054, 1775], [1093, 1797], [1129, 1817], [1160, 1834], [1170, 1840], [1181, 1846], [1196, 1854], [1211, 1863]]",133,NA,80,"[[720, 1524], [1469, 1889]]",51:45.3,51:45.9,67,67,astah,DSC_0290.jpg,image/jpeg,"[[1488, 353], [1872, 354]]",4,51:44.2,55:47.5,67,image_content/b341615f976c4c92009a7335acb5c26d4d7d6010f6f905d0d1c3b111a27fb7aa.jpg
14,68,TB2-2024,98,552924,24500127,2,760,31:35.4,31:35.4,50,3,,"[[1907, 1798], [1873, 1771], [1844, 1747], [1827, 1732], [1806, 1715]]",133,NA,80,"[[1589, 1617], [2129, 1889]]",51:46.3,51:46.5,67,67,astah,DSC_0290.jpg,image/jpeg,"[[1488, 353], [1872, 354]]",4,51:44.2,55:47.5,67,image_content/b341615f976c4c92009a7335acb5c26d4d7d6010f6f905d0d1c3b111a27fb7aa.jpg
15,69,TB2-2024,98,552924,24500128,3,408,48:00.2,48:00.2,50,6,,"[[2544, 1787], [2614, 1815], [2638, 1824], [2666, 1835], [2682, 1841], [2693, 1845], [2705, 1850], [2730, 1860]]",133,NA,80,"[[2160, 1520], [3088, 1888]]",51:46.6,51:46.7,67,67,astah,DSC_0290.jpg,image/jpeg,"[[1488, 353], [1872, 354]]",4,51:44.2,55:47.5,67,image_content/b341615f976c4c92009a7335acb5c26d4d7d6010f6f905d0d1c3b111a27fb7aa.jpg
16,70,TB2-2024,98,552924,24500129,4,884,10:45.0,10:45.0,50,5,,"[[3428, 1790], [3433, 1748], [3435, 1728], [3438, 1699], [3440, 1681], [3442, 1663], [3445, 1642]]",133,NA,80,"[[3104, 1544], [3889, 1889]]",51:46.8,51:47.0,67,67,astah,DSC_0290.jpg,image/jpeg,"[[1488, 353], [1872, 354]]",4,51:44.2,55:47.5,67,image_content/b341615f976c4c92009a7335acb5c26d4d7d6010f6f905d0d1c3b111a27fb7aa.jpg
17,71,TB2-2024,98,552924,24500130,5,562,46:48.0,46:48.0,50,11,,"[[4225, 1740], [4232, 1712], [4241, 1681], [4246, 1661], [4249, 1649], [4252, 1639], [4255, 1627], [4258, 1616], [4261, 1605], [4265, 1592], [4269, 1576], [4273, 1562], [4276, 1551]]",133,NA,80,"[[3936, 1408], [4720, 1888]]",51:47.1,51:47.3,67,67,astah,DSC_0290.jpg,image/jpeg,"[[1488, 353], [1872, 354]]",4,51:44.2,55:47.5,67,image_content/b341615f976c4c92009a7335acb5c26d4d7d6010f6f905d0d1c3b111a27fb7aa.jpg
18,72,TB2-2024,98,552924,24500131,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[[4816, 1536], [5552, 1904]]",51:47.4,51:47.6,67,67,NA,DSC_0290.jpg,image/jpeg,"[[1488, 353], [1872, 354]]",4,51:44.2,55:47.5,67,image_content/b341615f976c4c92009a7335acb5c26d4d7d6010f6f905d0d1c3b111a27fb7aa.jpg
19,73,TB2-2024,98,552924,24500132,7,444,55:35.8,55:35.8,50,6,,"[[5993, 1761], [5983, 1733], [5969, 1689], [5960, 1663], [5952, 1640], [5946, 1622], [5941, 1608], [5935, 1591]]",133,NA,80,"[[5568, 1491], [6389, 1872]]",51:47.7,51:47.8,67,67,astah,DSC_0290.jpg,image/jpeg,"[[1488, 353], [1872, 354]]",4,51:44.2,55:47.5,67,image_content/b341615f976c4c92009a7335acb5c26d4d7d6010f6f905d0d1c3b111a27fb7aa.jpg
20,74,TB2-2024,98,552924,24500133,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[[992, 2480], [1792, 2768]]",51:47.9,51:48.0,67,67,NA,DSC_0290.jpg,image/jpeg,"[[1488, 353], [1872, 354]]",4,51:44.2,55:47.5,67,image_content/b341615f976c4c92009a7335acb5c26d4d7d6010f6f905d0d1c3b111a27fb7aa.jpg
21,75,TB2-2024,98,552924,24500134,9,881,01:22.4,01:22.4,50,5,,"[[2328, 2663], [2298, 2691], [2281, 2707], [2269, 2718], [2258, 2729], [2249, 2737], [2241, 2744]]",133,NA,80,"[[2000, 2432], [2784, 2768]]",51:48.0,51:48.2,67,67,astah,DSC_0290.jpg,image/jpeg,"[[1488, 353], [1872, 354]]",4,51:44.2,55:47.5,67,image_content/b341615f976c4c92009a7335acb5c26d4d7d6010f6f905d0d1c3b111a27fb7aa.jpg
22,76,TB2-2024,98,552924,24500135,10,530,18:04.9,18:04.9,50,6,,"[[3139, 2670], [3134, 2640], [3131, 2621], [3126, 2595], [3123, 2576], [3120, 2560], [3117, 2545], [3115, 2533]]",133,NA,80,"[[2848, 2512], [3472, 2768]]",51:48.2,51:48.4,67,67,astah,DSC_0290.jpg,image/jpeg,"[[1488, 353], [1872, 354]]",4,51:44.2,55:47.5,67,image_content/b341615f976c4c92009a7335acb5c26d4d7d6010f6f905d0d1c3b111a27fb7aa.jpg
23,77,TB2-2024,98,552924,24500136,11,959,58:16.5,58:16.5,50,4,,"[[3965, 2650], [3963, 2606], [3961, 2571], [3960, 2549], [3959, 2530], [3958, 2504]]",133,NA,80,"[[3645, 2446], [4359, 2753]]",51:48.5,51:48.7,67,67,astah,DSC_0290.jpg,image/jpeg,"[[1488, 353], [1872, 354]]",4,51:44.2,55:47.5,67,image_content/b341615f976c4c92009a7335acb5c26d4d7d6010f6f905d0d1c3b111a27fb7aa.jpg
24,78,TB2-2024,98,552924,24500137,12,531,37:16.8,37:16.8,50,5,,"[[4864, 2637], [4782, 2625], [4745, 2619], [4715, 2615], [4694, 2611], [4668, 2608], [4646, 2604]]",133,NA,80,"[[4592, 2432], [5264, 2752]]",51:48.8,51:48.9,67,67,astah,DSC_0290.jpg,image/jpeg,"[[1488, 353], [1872, 354]]",4,51:44.2,55:47.5,67,image_content/b341615f976c4c92009a7335acb5c26d4d7d6010f6f905d0d1c3b111a27fb7aa.jpg
25,79,TB2-2024,98,552924,24500138,13,876,47:48.3,47:48.3,50,5,,"[[5763, 2631], [5760, 2601], [5756, 2566], [5753, 2543], [5751, 2526], [5748, 2501], [5747, 2491]]",133,NA,80,"[[5408, 2442], [6157, 2737]]",51:48.9,51:49.0,67,67,astah,DSC_0290.jpg,image/jpeg,"[[1488, 353], [1872, 354]]",4,51:44.2,55:47.5,67,image_content/b341615f976c4c92009a7335acb5c26d4d7d6010f6f905d0d1c3b111a27fb7aa.jpg
26,80,TB2-2024,98,552924,24500139,14,1428,00:36.1,00:36.1,50,7,,"[[1113, 3520], [1138, 3489], [1153, 3471], [1171, 3449], [1183, 3435], [1192, 3423], [1202, 3411], [1211, 3400], [1224, 3384]]",133,NA,80,"[[741, 3259], [1528, 3633]]",51:49.1,51:49.2,67,67,astah,DSC_0290.jpg,image/jpeg,"[[1488, 353], [1872, 354]]",4,51:44.2,55:47.5,67,image_content/b341615f976c4c92009a7335acb5c26d4d7d6010f6f905d0d1c3b111a27fb7aa.jpg
27,81,TB2-2024,98,552924,24500140,15,727,07:29.5,07:29.5,50,6,,"[[2018, 3528], [1962, 3533], [1922, 3536], [1889, 3538], [1867, 3540], [1850, 3541], [1833, 3542], [1812, 3544]]",133,NA,80,"[[1705, 3305], [2457, 3618]]",51:49.3,51:49.4,67,67,astah,DSC_0290.jpg,image/jpeg,"[[1488, 353], [1872, 354]]",4,51:44.2,55:47.5,67,image_content/b341615f976c4c92009a7335acb5c26d4d7d6010f6f905d0d1c3b111a27fb7aa.jpg
28,82,TB2-2024,100,552926,24500322,1,618,42:22.7,42:22.7,50,6,,"[[3176, 3514], [3176, 3474], [3177, 3446], [3178, 3410], [3178, 3386], [3178, 3362], [3179, 3342], [3179, 3312]]",133,NA,80,"[[2612, 3247], [3532, 3602]]",55:47.5,55:47.7,67,67,astah,DSC_0290.jpg,image/jpeg,"[[1488, 353], [1872, 354]]",4,51:44.2,55:47.5,67,image_content/b341615f976c4c92009a7335acb5c26d4d7d6010f6f905d0d1c3b111a27fb7aa.jpg
29,83,TB2-2024,100,552926,24500323,2,599,17:23.2,17:23.2,100,6,,"[[4069, 3501], [4068, 3467], [4067, 3437], [4066, 3411], [4066, 3392], [4065, 3373], [4065, 3356], [4064, 3346]]",133,NA,80,"[[3678, 3281], [4488, 3617]]",55:47.7,55:47.9,67,67,astah,DSC_0290.jpg,image/jpeg,"[[1488, 353], [1872, 354]]",4,51:44.2,55:47.5,67,image_content/b341615f976c4c92009a7335acb5c26d4d7d6010f6f905d0d1c3b111a27fb7aa.jpg
30,84,TB2-2024,100,552926,24500324,3,383,52:59.3,52:59.3,100,6,,"[[4983, 3492], [4933, 3511], [4898, 3525], [4876, 3533], [4861, 3540], [4845, 3546], [4825, 3553], [4800, 3563]]",133,NA,80,"[[4654, 3303], [5438, 3592]]",55:48.0,55:48.1,67,67,astah,DSC_0290.jpg,image/jpeg,"[[1488, 353], [1872, 354]]",4,51:44.2,55:47.5,67,image_content/b341615f976c4c92009a7335acb5c26d4d7d6010f6f905d0d1c3b111a27fb7aa.jpg
31,84,TB2-2024,100,552926,24500324,3,2468,57:12.7,57:12.7,100,6,,"[[4984, 3485], [4974, 3453], [4965, 3424], [4961, 3411], [4954, 3389], [4947, 3369], [4942, 3352], [4937, 3336]]",67,NA,100,"[[4654, 3303], [5438, 3592]]",55:48.0,55:48.1,67,67,kristinp,DSC_0290.jpg,image/jpeg,"[[1488, 353], [1872, 354]]",4,51:44.2,55:47.5,67,image_content/b341615f976c4c92009a7335acb5c26d4d7d6010f6f905d0d1c3b111a27fb7aa.jpg
32,85,TB2-2024,100,552926,24500325,4,1057,01:07.2,01:07.2,50,6,,"[[5950, 3451], [5879, 3459], [5842, 3463], [5795, 3468], [5760, 3472], [5724, 3476], [5697, 3479], [5662, 3483]]",133,NA,80,"[[5544, 3248], [6416, 3562]]",55:48.1,55:48.3,67,67,astah,DSC_0290.jpg,image/jpeg,"[[1488, 353], [1872, 354]]",4,51:44.2,55:47.5,67,image_content/b341615f976c4c92009a7335acb5c26d4d7d6010f6f905d0d1c3b111a27fb7aa.jpg
33,86,TB2-2024,100,552926,24500326,5,2374,21:49.0,21:49.0,50,5,,"[[1263, 4405], [1277, 4377], [1294, 4343], [1306, 4320], [1314, 4304], [1322, 4287], [1331, 4269]]",133,NA,80,"[[912, 4165], [1773, 4519]]",55:48.3,55:48.5,67,67,astah,DSC_0290.jpg,image/jpeg,"[[1488, 353], [1872, 354]]",4,51:44.2,55:47.5,67,image_content/b341615f976c4c92009a7335acb5c26d4d7d6010f6f905d0d1c3b111a27fb7aa.jpg
34,87,TB2-2024,100,552926,24500327,6,1887,03:06.4,03:06.4,50,6,,"[[2185, 4415], [2124, 4420], [2076, 4425], [2047, 4428], [2024, 4430], [2002, 4432], [1985, 4433], [1970, 4435]]",133,NA,80,"[[1856, 4144], [2720, 4528]]",55:48.6,55:48.7,67,67,astah,DSC_0290.jpg,image/jpeg,"[[1488, 353], [1872, 354]]",4,51:44.2,55:47.5,67,image_content/b341615f976c4c92009a7335acb5c26d4d7d6010f6f905d0d1c3b111a27fb7aa.jpg
35,87,TB2-2024,100,552926,24500327,6,2488,15:03.7,15:03.7,100,6,,"[[2177, 4405], [2186, 4390], [2202, 4364], [2214, 4342], [2227, 4322], [2234, 4309], [2243, 4294], [2255, 4274]]",67,NA,100,"[[1856, 4144], [2720, 4528]]",55:48.6,55:48.7,67,67,kristinp,DSC_0290.jpg,image/jpeg,"[[1488, 353], [1872, 354]]",4,51:44.2,55:47.5,67,image_content/b341615f976c4c92009a7335acb5c26d4d7d6010f6f905d0d1c3b111a27fb7aa.jpg
36,88,TB2-2024,100,552926,24500328,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[[2848, 4176], [3664, 4512]]",55:48.8,55:48.9,67,67,NA,DSC_0290.jpg,image/jpeg,"[[1488, 353], [1872, 354]]",4,51:44.2,55:47.5,67,image_content/b341615f976c4c92009a7335acb5c26d4d7d6010f6f905d0d1c3b111a27fb7aa.jpg
37,89,TB2-2024,100,552926,24500329,8,1347,36:36.8,36:36.8,50,7,,"[[4156, 4382], [4114, 4391], [4054, 4403], [4013, 4411], [3989, 4416], [3975, 4419], [3958, 4422], [3944, 4425], [3932, 4428]]",133,NA,80,"[[3808, 4208], [4576, 4496]]",55:49.0,55:49.2,67,67,astah,DSC_0290.jpg,image/jpeg,"[[1488, 353], [1872, 354]]",4,51:44.2,55:47.5,67,image_content/b341615f976c4c92009a7335acb5c26d4d7d6010f6f905d0d1c3b111a27fb7aa.jpg
38,90,TB2-2024,100,552926,24500330,9,376,26:19.8,26:19.8,100,5,,"[[5045, 4371], [5040, 4332], [5037, 4306], [5033, 4274], [5031, 4253], [5029, 4234], [5025, 4204]]",133,NA,80,"[[4688, 4144], [5504, 4480]]",55:49.2,55:49.3,67,67,astah,DSC_0290.jpg,image/jpeg,"[[1488, 353], [1872, 354]]",4,51:44.2,55:47.5,67,image_content/b341615f976c4c92009a7335acb5c26d4d7d6010f6f905d0d1c3b111a27fb7aa.jpg
39,91,TB2-2024,100,552926,24500331,10,533,55:37.4,55:37.4,50,5,,"[[5981, 4355], [5972, 4289], [5967, 4253], [5965, 4233], [5961, 4209], [5960, 4198], [5959, 4189]]",133,NA,80,"[[5618, 4144], [6369, 4432]]",55:49.4,55:49.6,67,67,astah,DSC_0290.jpg,image/jpeg,"[[1488, 353], [1872, 354]]",4,51:44.2,55:47.5,67,image_content/b341615f976c4c92009a7335acb5c26d4d7d6010f6f905d0d1c3b111a27fb7aa.jpg
40,92,TB2-2024,96,552922,24499740,1,422,42:31.2,42:31.2,50,5,,"[[1396, 2619], [1355, 2630], [1301, 2644], [1277, 2651], [1257, 2656], [1243, 2659], [1234, 2662]]",133,NA,80,"[[1104, 2362], [1808, 2768]]",12:36.6,12:36.7,67,100,astah,DSC_0291.jpg,image/jpeg,"[[1198, 301], [1485, 301]]",3,12:35.6,12:36.6,67,image_content/68ea3105309182b66338ea15122e06ce061b1851273176ed301d8c6e464027c3.jpg
41,93,TB2-2024,96,552922,24499741,2,1136,38:50.9,38:50.9,50,7,,"[[2481, 2646], [2486, 2617], [2492, 2583], [2496, 2561], [2501, 2534], [2505, 2510], [2508, 2493], [2512, 2475], [2514, 2463]]",133,NA,80,"[[2096, 2352], [2976, 2784]]",12:36.8,12:36.9,67,100,astah,DSC_0291.jpg,image/jpeg,"[[1198, 301], [1485, 301]]",3,12:35.6,12:36.6,67,image_content/68ea3105309182b66338ea15122e06ce061b1851273176ed301d8c6e464027c3.jpg
42,234,TB2-2024,142,553137,24552648,1,1292,41:23.2,41:23.2,50,6,,"[[1870, 1413], [1867, 1387], [1861, 1338], [1857, 1308], [1854, 1287], [1852, 1267], [1850, 1252], [1846, 1225]]",133,NA,80,"[[1536, 1163], [2420, 1548]]",46:40.6,46:40.7,67,167,astah,DSC_0301.jpg,image/jpeg,"[[1587, 400], [1876, 399]]",3,46:36.6,49:15.7,67,image_content/2ebbc23da8d061170c2dcd847b683fd61da6711852d6347b1ddcfc765b1e8650.jpg
43,94,TB2-2024,96,552922,24499742,3,869,29:33.5,29:33.5,50,6,,"[[3549, 2675], [3546, 2643], [3543, 2615], [3542, 2596], [3540, 2579], [3539, 2567], [3538, 2551], [3536, 2531]]",133,NA,80,"[[3211, 2416], [3984, 2750]]",12:37.0,12:37.1,67,100,astah,DSC_0291.jpg,image/jpeg,"[[1198, 301], [1485, 301]]",3,12:35.6,12:36.6,67,image_content/68ea3105309182b66338ea15122e06ce061b1851273176ed301d8c6e464027c3.jpg
44,95,TB2-2024,96,552922,24499743,4,446,01:41.5,01:41.5,50,6,,"[[4538, 2670], [4452, 2658], [4376, 2646], [4343, 2642], [4326, 2639], [4302, 2636], [4284, 2633], [4266, 2630]]",133,NA,80,"[[4203, 2395], [5022, 2769]]",12:37.2,12:37.3,67,100,astah,DSC_0291.jpg,image/jpeg,"[[1198, 301], [1485, 301]]",3,12:35.6,12:36.6,67,image_content/68ea3105309182b66338ea15122e06ce061b1851273176ed301d8c6e464027c3.jpg
45,96,TB2-2024,96,552922,24499744,5,397,09:21.8,09:21.8,50,3,,"[[5674, 2680], [5673, 2645], [5672, 2597], [5671, 2569], [5670, 2552]]",133,NA,80,"[[5425, 2520], [6003, 2746]]",12:37.4,12:37.5,67,100,astah,DSC_0291.jpg,image/jpeg,"[[1198, 301], [1485, 301]]",3,12:35.6,12:36.6,67,image_content/68ea3105309182b66338ea15122e06ce061b1851273176ed301d8c6e464027c3.jpg
46,97,TB2-2024,96,552922,24499745,6,871,34:38.9,34:38.9,50,5,,"[[1633, 3533], [1583, 3555], [1553, 3568], [1529, 3578], [1512, 3585], [1498, 3591], [1484, 3597]]",133,NA,80,"[[1312, 3264], [2080, 3664]]",12:37.6,12:37.7,67,100,astah,DSC_0291.jpg,image/jpeg,"[[1198, 301], [1485, 301]]",3,12:35.6,12:36.6,67,image_content/68ea3105309182b66338ea15122e06ce061b1851273176ed301d8c6e464027c3.jpg
47,98,TB2-2024,96,552922,24499746,7,374,58:23.2,58:23.2,100,5,,"[[2706, 3544], [2672, 3570], [2658, 3581], [2644, 3591], [2628, 3603], [2619, 3611], [2599, 3626]]",133,NA,80,"[[2343, 3303], [3161, 3665]]",12:37.8,12:37.9,67,100,astah,DSC_0291.jpg,image/jpeg,"[[1198, 301], [1485, 301]]",3,12:35.6,12:36.6,67,image_content/68ea3105309182b66338ea15122e06ce061b1851273176ed301d8c6e464027c3.jpg
48,99,TB2-2024,96,552922,24499747,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[[3379, 3281], [4149, 3649]]",12:38.0,12:38.1,67,100,NA,DSC_0291.jpg,image/jpeg,"[[1198, 301], [1485, 301]]",3,12:35.6,12:36.6,67,image_content/68ea3105309182b66338ea15122e06ce061b1851273176ed301d8c6e464027c3.jpg
49,100,TB2-2024,96,552922,24499748,9,925,31:47.5,31:47.5,50,5,,"[[4768, 3543], [4835, 3561], [4865, 3570], [4893, 3577], [4915, 3583], [4938, 3590], [4957, 3595]]",133,NA,80,"[[4368, 3284], [5221, 3648]]",12:38.2,12:38.3,67,100,astah,DSC_0291.jpg,image/jpeg,"[[1198, 301], [1485, 301]]",3,12:35.6,12:36.6,67,image_content/68ea3105309182b66338ea15122e06ce061b1851273176ed301d8c6e464027c3.jpg
50,101,TB2-2024,96,552922,24499749,10,1257,54:21.2,54:21.2,100,3,,"[[5783, 3541], [5788, 3500], [5791, 3472], [5795, 3439], [5797, 3424]]",133,NA,80,"[[5535, 3379], [6098, 3621]]",12:38.4,12:38.6,67,100,astah,DSC_0291.jpg,image/jpeg,"[[1198, 301], [1485, 301]]",3,12:35.6,12:36.6,67,image_content/68ea3105309182b66338ea15122e06ce061b1851273176ed301d8c6e464027c3.jpg
51,102,TB2-2024,91,552917,24499194,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[[826, 1607], [1626, 1970]]",14:21.6,14:21.7,67,101,NA,DSC_0292.jpg,image/jpeg,"[[1333, 488], [1620, 485]]",3,14:20.6,20:16.4,67,image_content/a9ccc9c1e6f4a8fd4fec840f995d9e4bb2388c28df8507c60d1c7eca3b7c62f5.jpg
52,103,TB2-2024,93,552919,24499390,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[[1874, 1443], [2919, 2003]]",17:07.0,17:07.1,67,101,NA,DSC_0292.jpg,image/jpeg,"[[1333, 488], [1620, 485]]",3,14:20.6,20:16.4,67,image_content/a9ccc9c1e6f4a8fd4fec840f995d9e4bb2388c28df8507c60d1c7eca3b7c62f5.jpg
53,104,TB2-2024,93,552919,24499391,2,1366,06:04.9,06:04.9,50,10,,"[[3472, 1850], [3407, 1808], [3355, 1775], [3329, 1758], [3307, 1744], [3276, 1724], [3243, 1703], [3221, 1688], [3206, 1679], [3192, 1670], [3179, 1661], [3160, 1649]]",133,NA,80,"[[3119, 1596], [4134, 1989]]",17:07.2,17:07.3,67,101,astah,DSC_0292.jpg,image/jpeg,"[[1333, 488], [1620, 485]]",3,14:20.6,20:16.4,67,image_content/a9ccc9c1e6f4a8fd4fec840f995d9e4bb2388c28df8507c60d1c7eca3b7c62f5.jpg
54,105,TB2-2024,93,552919,24499392,3,532,51:03.5,51:03.5,50,6,,"[[4690, 1885], [4639, 1899], [4577, 1917], [4547, 1925], [4516, 1934], [4493, 1940], [4477, 1945], [4455, 1951]]",133,NA,80,"[[4310, 1680], [5125, 1999]]",17:07.4,17:07.5,67,101,astah,DSC_0292.jpg,image/jpeg,"[[1333, 488], [1620, 485]]",3,14:20.6,20:16.4,67,image_content/a9ccc9c1e6f4a8fd4fec840f995d9e4bb2388c28df8507c60d1c7eca3b7c62f5.jpg
55,106,TB2-2024,93,552919,24499393,4,868,25:19.7,25:19.7,50,5,,"[[5787, 1885], [5780, 1846], [5773, 1814], [5769, 1790], [5766, 1774], [5762, 1754], [5760, 1742]]",133,NA,80,"[[5377, 1700], [6220, 1991]]",17:07.6,17:07.7,67,101,astah,DSC_0292.jpg,image/jpeg,"[[1333, 488], [1620, 485]]",3,14:20.6,20:16.4,67,image_content/a9ccc9c1e6f4a8fd4fec840f995d9e4bb2388c28df8507c60d1c7eca3b7c62f5.jpg
