measurement_id,sample_id_x,station_id,cruise_id,sampleType_number,age,length,weight,sex_number,maturity_number,species_number,gutted_weight,liver_weight,gonad_weight,stomach_weight,year,month,date,area_grid,sub_area_grid,shot_latitude,shot_longitude,hauled_latitude,hauled_longitude,fishing_area,bottom_temperature,surface_temperature,bottom_depth_shot,bottom_depth_hauled,maturity_status,condition_factor,gsi,hsi,bounding_box,image__content__url,sample_id_y,width_px_x,height_px_x,aspect_ratio,width_px_y,height_px_y,width_px,height_px,seg_width_px_x,seg_height_px_x,seg_width_px_y,seg_height_px_y,seg_width_px,seg_height_px,seg_aspect_ratio,month_sin,month_cos,is_survey
23625455,542618,340495,20498,1,6.0,60,,2.0,4.0,1,,,,,2023,6,2023-06-15,670,4,66.6446666666667,-20.2866666666667,66.7945,-19.8475,Sporðagrunn,3.5,,,,2.0,,,,"[[3342, 2857], [4135, 3486]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/b1c49783fbc15466426129d802cacfa682ca34c912af86ac9df74c31cbeffec5.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=0G84FA0BL890tOURKKMj0zb8GdQ%3D&Expires=1765370958,542618,793.0,629.0,13.119954478335288,793.0,629.0,793.0,629.0,710.0,319.0,710.0,319.0,710.0,319.0,226.49,1.2246467991473532e-16,-1.0,False
23625457,542618,340495,20498,1,5.0,63,,2.0,4.0,1,,,,,2023,6,2023-06-15,670,4,66.6446666666667,-20.2866666666667,66.7945,-19.8475,Sporðagrunn,3.5,,,,2.0,,,,"[[5412, 2857], [6474, 3486]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/b1c49783fbc15466426129d802cacfa682ca34c912af86ac9df74c31cbeffec5.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=mbPIN2NRWvpOZ2jR7f2F%2F9W1S2Q%3D&Expires=1765370959,542618,1062.0,629.0,13.412040458502325,1062.0,629.0,1062.0,629.0,770.0,333.0,770.0,333.0,770.0,333.0,256.41,1.2246467991473532e-16,-1.0,False
23625458,542618,340495,20498,1,7.0,74,,1.0,4.0,1,,,,,2023,6,2023-06-15,670,4,66.6446666666667,-20.2866666666667,66.7945,-19.8475,Sporðagrunn,3.5,,,,2.0,,,,"[[1229, 3735], [2290, 4364]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/b1c49783fbc15466426129d802cacfa682ca34c912af86ac9df74c31cbeffec5.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=1keDB%2FjDYFd7ROGr71i8oqhMY8Q%3D&Expires=1765370953,542618,1061.0,629.0,13.411098395314424,1061.0,629.0,1061.0,629.0,795.0,380.0,795.0,380.0,795.0,380.0,302.1,1.2246467991473532e-16,-1.0,False
23625460,542618,340495,20498,1,7.0,79,,2.0,4.0,1,,,,,2023,6,2023-06-15,670,4,66.6446666666667,-20.2866666666667,66.7945,-19.8475,Sporðagrunn,3.5,,,,2.0,,,,"[[3379, 3680], [4440, 4309]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/b1c49783fbc15466426129d802cacfa682ca34c912af86ac9df74c31cbeffec5.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=0G84FA0BL890tOURKKMj0zb8GdQ%3D&Expires=1765370958,542618,1061.0,629.0,13.411098395314424,1061.0,629.0,1061.0,629.0,897.0,364.0,897.0,364.0,897.0,364.0,326.508,1.2246467991473532e-16,-1.0,False
23625462,542618,340495,20498,1,5.0,63,,2.0,1.0,1,,,,,2023,6,2023-06-15,670,4,66.6446666666667,-20.2866666666667,66.7945,-19.8475,Sporðagrunn,3.5,,,,0.0,,,,"[[5572, 3625], [6633, 4254]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/b1c49783fbc15466426129d802cacfa682ca34c912af86ac9df74c31cbeffec5.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=TI6tbKleqXf4wFAKLoLWBJwiN4Q%3D&Expires=1765370954,542618,1061.0,629.0,13.411098395314424,1061.0,629.0,1061.0,629.0,758.0,319.0,758.0,319.0,758.0,319.0,241.802,1.2246467991473532e-16,-1.0,False
23894126,544471,342352,20607,2,7.0,73,,,,1,2314.0,,,,2023,12,2023-12-16,612,4,66.2001666666667,-12.3416666666667,,,,,,216.0,,,,,,"[[776, 1302], [1838, 1931]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/1ecd1cbfa0a891ed56da96543633c893cb4e4cd60f2a9b80f457de1812715d47.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=aHnenr24DK4oTyLmg8uH0BZbnFs%3D&Expires=1765370960,544471,1062.0,629.0,13.412040458502325,1062.0,629.0,1062.0,629.0,762.0,396.0,762.0,396.0,762.0,396.0,301.752,-2.4492935982947064e-16,1.0,False
23894127,544471,342352,20607,2,6.0,69,,,,1,2101.0,,,,2023,12,2023-12-16,612,4,66.2001666666667,-12.3416666666667,,,,,,216.0,,,,,,"[[1913, 1323], [2974, 1953]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/1ecd1cbfa0a891ed56da96543633c893cb4e4cd60f2a9b80f457de1812715d47.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=LJhAKYMpXJ%2F6kYe27azEXSfEwX4%3D&Expires=1765370947,544471,1061.0,630.0,13.412686957999561,1061.0,630.0,1061.0,630.0,749.0,314.0,749.0,314.0,749.0,314.0,235.186,-2.4492935982947064e-16,1.0,False
23894128,544471,342352,20607,2,6.0,72,,,,1,2564.0,,,,2023,12,2023-12-16,612,4,66.2001666666667,-12.3416666666667,,,,,,216.0,,,,,,"[[3017, 1318], [4006, 1931]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/1ecd1cbfa0a891ed56da96543633c893cb4e4cd60f2a9b80f457de1812715d47.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=mG3r%2Br0PFJgrB5Yqix%2FyoUTR2UU%3D&Expires=1765370955,544471,989.0,613.0,13.315059267558924,989.0,613.0,989.0,613.0,799.0,331.0,799.0,331.0,799.0,331.0,264.469,-2.4492935982947064e-16,1.0,False
23894129,544471,342352,20607,2,6.0,79,,,,1,2633.0,,,,2023,12,2023-12-16,612,4,66.2001666666667,-12.3416666666667,,,,,,216.0,,,,,,"[[4078, 1318], [5140, 1947]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/1ecd1cbfa0a891ed56da96543633c893cb4e4cd60f2a9b80f457de1812715d47.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=2HtE4%2BpEUGNxtffwdY9l%2FUAGhBU%3D&Expires=1765370950,544471,1062.0,629.0,13.412040458502325,1062.0,629.0,1062.0,629.0,775.0,328.0,775.0,328.0,775.0,328.0,254.2,-2.4492935982947064e-16,1.0,False
23894130,544471,342352,20607,2,9.0,90,,,,1,5102.0,,,,2023,12,2023-12-16,612,4,66.2001666666667,-12.3416666666667,,,,,,216.0,,,,,,"[[5290, 1291], [6351, 1920]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/1ecd1cbfa0a891ed56da96543633c893cb4e4cd60f2a9b80f457de1812715d47.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=HaCsVHO8EqxQweGN5%2B8e%2FveNs5I%3D&Expires=1765370959,544471,1061.0,629.0,13.411098395314424,1061.0,629.0,1061.0,629.0,864.0,339.0,864.0,339.0,864.0,339.0,292.896,-2.4492935982947064e-16,1.0,False
23894131,544471,342352,20607,2,5.0,65,,,,1,1901.0,,,,2023,12,2023-12-16,612,4,66.2001666666667,-12.3416666666667,,,,,,216.0,,,,,,"[[760, 2204], [1658, 2814]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/1ecd1cbfa0a891ed56da96543633c893cb4e4cd60f2a9b80f457de1812715d47.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=AhbnDGb795%2FsHRDEpDnIVKQkcpY%3D&Expires=1765370946,544471,898.0,610.0,13.213629025469556,898.0,610.0,898.0,610.0,751.0,313.0,751.0,313.0,751.0,313.0,235.063,-2.4492935982947064e-16,1.0,False
23894132,544471,342352,20607,2,8.0,86,,,,1,3856.0,,,,2023,12,2023-12-16,612,4,66.2001666666667,-12.3416666666667,,,,,,216.0,,,,,,"[[1730, 2190], [2792, 2819]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/1ecd1cbfa0a891ed56da96543633c893cb4e4cd60f2a9b80f457de1812715d47.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=HaCsVHO8EqxQweGN5%2B8e%2FveNs5I%3D&Expires=1765370959,544471,1062.0,629.0,13.412040458502325,1062.0,629.0,1062.0,629.0,905.0,426.0,905.0,426.0,905.0,426.0,385.53,-2.4492935982947064e-16,1.0,False
23894133,544471,342352,20607,2,7.0,91,,,,1,5271.0,,,,2023,12,2023-12-16,612,4,66.2001666666667,-12.3416666666667,,,,,,216.0,,,,,,"[[3049, 2180], [4111, 2809]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/1ecd1cbfa0a891ed56da96543633c893cb4e4cd60f2a9b80f457de1812715d47.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=jwt8yoh7HftuqHTA17kc8nnM3sU%3D&Expires=1765370942,544471,1062.0,629.0,13.412040458502325,1062.0,629.0,1062.0,629.0,910.0,351.0,910.0,351.0,910.0,351.0,319.41,-2.4492935982947064e-16,1.0,False
23894134,544471,342352,20607,2,5.0,65,,,,1,1703.0,,,,2023,12,2023-12-16,612,4,66.2001666666667,-12.3416666666667,,,,,,216.0,,,,,,"[[4229, 2196], [5290, 2825]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/1ecd1cbfa0a891ed56da96543633c893cb4e4cd60f2a9b80f457de1812715d47.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=P9%2Bgk3XuTuLc6Fu5cJOJoxd0PMw%3D&Expires=1765370954,544471,1061.0,629.0,13.411098395314424,1061.0,629.0,1061.0,629.0,757.0,270.0,757.0,270.0,757.0,270.0,204.39,-2.4492935982947064e-16,1.0,False
23894135,544471,342352,20607,2,6.0,69,,,,1,2048.0,,,,2023,12,2023-12-16,612,4,66.2001666666667,-12.3416666666667,,,,,,216.0,,,,,,"[[5338, 2174], [6400, 2803]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/1ecd1cbfa0a891ed56da96543633c893cb4e4cd60f2a9b80f457de1812715d47.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=zkkZxnHlYRUIU0LB1BnsVhTjAYw%3D&Expires=1765370957,544471,1062.0,629.0,13.412040458502325,1062.0,629.0,1062.0,629.0,792.0,328.0,792.0,328.0,792.0,328.0,259.776,-2.4492935982947064e-16,1.0,False
23894136,544471,342352,20607,2,6.0,76,,,,1,2783.0,,,,2023,12,2023-12-16,612,4,66.2001666666667,-12.3416666666667,,,,,,216.0,,,,,,"[[696, 3187], [1701, 3794]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/1ecd1cbfa0a891ed56da96543633c893cb4e4cd60f2a9b80f457de1812715d47.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=AhbnDGb795%2FsHRDEpDnIVKQkcpY%3D&Expires=1765370946,544471,1005.0,607.0,13.321271611552675,1005.0,607.0,1005.0,607.0,838.0,375.0,838.0,375.0,838.0,375.0,314.25,-2.4492935982947064e-16,1.0,False
23894137,544471,342352,20607,2,6.0,68,,,,1,1908.0,,,,2023,12,2023-12-16,612,4,66.2001666666667,-12.3416666666667,,,,,,216.0,,,,,,"[[1800, 3175], [2862, 3804]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/1ecd1cbfa0a891ed56da96543633c893cb4e4cd60f2a9b80f457de1812715d47.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=9kCtasJPHy0Wr5rJSLF5OrR7BPA%3D&Expires=1765370953,544471,1062.0,629.0,13.412040458502325,1062.0,629.0,1062.0,629.0,808.0,346.0,808.0,346.0,808.0,346.0,279.568,-2.4492935982947064e-16,1.0,False
23894138,544471,342352,20607,2,6.0,72,,,,1,2372.0,,,,2023,12,2023-12-16,612,4,66.2001666666667,-12.3416666666667,,,,,,216.0,,,,,,"[[2947, 3154], [4009, 3783]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/1ecd1cbfa0a891ed56da96543633c893cb4e4cd60f2a9b80f457de1812715d47.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=HaCsVHO8EqxQweGN5%2B8e%2FveNs5I%3D&Expires=1765370959,544471,1062.0,629.0,13.412040458502325,1062.0,629.0,1062.0,629.0,771.0,384.0,771.0,384.0,771.0,384.0,296.064,-2.4492935982947064e-16,1.0,False
23894139,544471,342352,20607,2,6.0,74,,,,1,2845.0,,,,2023,12,2023-12-16,612,4,66.2001666666667,-12.3416666666667,,,,,,216.0,,,,,,"[[4127, 3106], [5188, 3735]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/1ecd1cbfa0a891ed56da96543633c893cb4e4cd60f2a9b80f457de1812715d47.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=P9%2Bgk3XuTuLc6Fu5cJOJoxd0PMw%3D&Expires=1765370954,544471,1061.0,629.0,13.411098395314424,1061.0,629.0,1061.0,629.0,827.0,352.0,827.0,352.0,827.0,352.0,291.104,-2.4492935982947064e-16,1.0,False
23894140,544471,342352,20607,2,9.0,94,,,,1,5428.0,,,,2023,12,2023-12-16,612,4,66.2001666666667,-12.3416666666667,,,,,,216.0,,,,,,"[[5285, 3100], [6346, 3729]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/1ecd1cbfa0a891ed56da96543633c893cb4e4cd60f2a9b80f457de1812715d47.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=m9tWrAINxd4M8RrpoeYbnmgQwXM%3D&Expires=1765370961,544471,1061.0,629.0,13.411098395314424,1061.0,629.0,1061.0,629.0,871.0,379.0,871.0,379.0,871.0,379.0,330.109,-2.4492935982947064e-16,1.0,False
23894141,544471,342352,20607,2,5.0,65,,,,1,1728.0,,,,2023,12,2023-12-16,612,4,66.2001666666667,-12.3416666666667,,,,,,216.0,,,,,,"[[784, 4176], [1552, 4560]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/1ecd1cbfa0a891ed56da96543633c893cb4e4cd60f2a9b80f457de1812715d47.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=9kCtasJPHy0Wr5rJSLF5OrR7BPA%3D&Expires=1765370953,544471,768.0,384.0,12.5944322857354,768.0,384.0,768.0,384.0,737.0,346.0,737.0,346.0,737.0,346.0,255.002,-2.4492935982947064e-16,1.0,False
23894142,544471,342352,20607,2,6.0,83,,,,1,3649.0,,,,2023,12,2023-12-16,612,4,66.2001666666667,-12.3416666666667,,,,,,216.0,,,,,,"[[1824, 4112], [2688, 4528]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/1ecd1cbfa0a891ed56da96543633c893cb4e4cd60f2a9b80f457de1812715d47.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=AhbnDGb795%2FsHRDEpDnIVKQkcpY%3D&Expires=1765370946,544471,864.0,416.0,12.79225802906532,864.0,416.0,864.0,416.0,821.0,383.0,821.0,383.0,821.0,383.0,314.443,-2.4492935982947064e-16,1.0,False
23894143,544471,342352,20607,2,6.0,63,,,,1,1479.0,,,,2023,12,2023-12-16,612,4,66.2001666666667,-12.3416666666667,,,,,,216.0,,,,,,"[[3120, 4208], [3888, 4528]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/1ecd1cbfa0a891ed56da96543633c893cb4e4cd60f2a9b80f457de1812715d47.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=BDxR4%2FSLUDctywVczeT%2FxkDqszE%3D&Expires=1765370949,544471,768.0,320.0,12.412110728941444,768.0,320.0,768.0,320.0,738.0,283.0,738.0,283.0,738.0,283.0,208.854,-2.4492935982947064e-16,1.0,False
23894144,544471,342352,20607,2,5.0,61,,,,1,1543.0,,,,2023,12,2023-12-16,612,4,66.2001666666667,-12.3416666666667,,,,,,216.0,,,,,,"[[4018, 4074], [4888, 4583]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/1ecd1cbfa0a891ed56da96543633c893cb4e4cd60f2a9b80f457de1812715d47.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=Blyocf%2Bfsb3HqEFNNOQqw9iIUck%3D&Expires=1765370952,544471,870.0,509.0,13.000941228199153,870.0,509.0,870.0,509.0,739.0,319.0,739.0,319.0,739.0,319.0,235.741,-2.4492935982947064e-16,1.0,False
23894145,544471,342352,20607,2,6.0,85,,,,1,4078.0,,,,2023,12,2023-12-16,612,4,66.2001666666667,-12.3416666666667,,,,,,216.0,,,,,,"[[5005, 4116], [5962, 4623]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/1ecd1cbfa0a891ed56da96543633c893cb4e4cd60f2a9b80f457de1812715d47.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=t5c6VMcb0RO0NVkKohLzP6lL7zI%3D&Expires=1765370956,544471,957.0,507.0,13.092314395044138,957.0,507.0,957.0,507.0,807.0,366.0,807.0,366.0,807.0,366.0,295.362,-2.4492935982947064e-16,1.0,False
23894246,544472,342353,20607,2,8.0,103,,,,1,7605.0,,,,2023,12,2023-12-17,613,2,66.3555,-13.0,,,,,,165.0,,,,,,"[[928, 1130], [1989, 1759]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/4e59d133667b306afa6c6f7f439f8d2faaf576ff504e3e18e8bbc876871c64ad.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=gdGyZGUDHtBL5Mx2rS25LFAas2o%3D&Expires=1765370949,544472,1061.0,629.0,13.411098395314424,1061.0,629.0,1061.0,629.0,948.0,490.0,948.0,490.0,948.0,490.0,464.52,-2.4492935982947064e-16,1.0,False
23894247,544472,342353,20607,2,6.0,65,,,,1,1901.0,,,,2023,12,2023-12-17,613,2,66.3555,-13.0,,,,,,165.0,,,,,,"[[2015, 1130], [3015, 1759]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/4e59d133667b306afa6c6f7f439f8d2faaf576ff504e3e18e8bbc876871c64ad.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=vIfwUMIEnS76aCRrhGADmJDHtAE%3D&Expires=1765370957,544472,1000.0,629.0,13.351886535682578,1000.0,629.0,1000.0,629.0,687.0,308.0,687.0,308.0,687.0,308.0,211.596,-2.4492935982947064e-16,1.0,False
23894248,544472,342353,20607,2,6.0,80,,,,1,2820.0,,,,2023,12,2023-12-17,613,2,66.3555,-13.0,,,,,,165.0,,,,,,"[[3041, 1148], [3979, 1777]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/4e59d133667b306afa6c6f7f439f8d2faaf576ff504e3e18e8bbc876871c64ad.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=gdGyZGUDHtBL5Mx2rS25LFAas2o%3D&Expires=1765370949,544472,938.0,629.0,13.287881205706665,938.0,629.0,938.0,629.0,887.0,342.0,887.0,342.0,887.0,342.0,303.354,-2.4492935982947064e-16,1.0,False
